id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
2207,569316417226600000,0,2015-02-21 18:03:05 -0800,,@united and waiting,United,-1
12132,570280378193330000,0,2015-02-24 09:53:32 -0800,513/lexingtonKY,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,American,-1
5888,568513072819647000,0,2015-02-19 12:50:53 -0800,Houston,"@SouthwestAir experiencing the worst customer service ever currently. Waited for CS rep, then put ""on hold"" but actually was hung up on.",Southwest,-1
2062,569411383265075000,0,2015-02-22 00:20:27 -0800,San Francisco,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,United,-1
11740,567784773780013000,0,2015-02-17 12:36:53 -0800,,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,US Airways,1
14535,569602682505138000,0,2015-02-22 13:00:36 -0800,,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,American,-1
4666,569951253666656000,0,2015-02-23 12:05:42 -0800,WashingtonDC,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!,Southwest,1
13195,569916664130638000,0,2015-02-23 09:48:15 -0800,"Allen, TX",@AmericanAir I need to rebook and I cannot get an agent. Can you help?,American,-1
3408,568462177415373000,0,2015-02-19 09:28:39 -0800,France,@united Yes ! :D (Y) From @therealaviation on Instagram :),United,1
937,570000614794490000,0,2015-02-23 15:21:51 -0800,"New York City, NY",@United never heard of this? http://t.co/QDebyaHqfM,United,-1
2959,568815354388079000,0,2015-02-20 08:52:03 -0800,NYC,"@united made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation!",United,-1
14078,569670286418842000,0,2015-02-22 17:29:14 -0800,O.K.C.,@AmericanAir no worries even though I was talking about seat assignment :),American,1
12160,570272235639829000,0,2015-02-24 09:21:10 -0800,Everywhere,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in,American,-1
10404,569328931905643000,0,2015-02-21 18:52:49 -0800,,@USAirways you can send my luggage to my house👋,US Airways,-1
6465,567831075763003000,0,2015-02-17 15:40:52 -0800,"New York, NY",@SouthwestAir understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me= :(,Southwest,-1
2552,569088496117416000,0,2015-02-21 02:57:25 -0800,Chicago,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,United,1
11062,568548629432005000,0,2015-02-19 15:12:11 -0800,"Burlington, MA",@USAirways I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat,US Airways,1
1044,569953988537250000,0,2015-02-23 12:16:34 -0800,,@united well that's big of you but I don't have terribly high expectations at this point.,United,-1
10787,568875591308612000,0,2015-02-20 12:51:24 -0800,"New York, London, Tokyo","@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable.",US Airways,1
2762,568916446710858000,0,2015-02-20 15:33:45 -0800,,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,United,1
11407,568138172133183000,0,2015-02-18 12:01:10 -0800,"Detroit, MI","@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",US Airways,-1
1489,569700243383538000,0,2015-02-22 19:28:17 -0800,"CO Springs, Occupied Colorado","@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",United,1
9222,570054266267812000,0,2015-02-23 18:55:02 -0800,"Knoxville, TN","@USAirways no worries, your flight attendant took care of it.",US Airways,1
2077,569383892542738000,0,2015-02-21 22:31:13 -0800,New York City,@united Just sent a DM. Thank you for the acknowledgment.,United,1
12207,570263448828780000,0,2015-02-24 08:46:15 -0800,,@AmericanAir great customer service thanks,American,1
13412,569869506560070000,0,2015-02-23 06:40:52 -0800,,@AmericanAir thanks to Jacqueline in CLT for cleaning up @amexserve and @USAirways mess!!! Awesome service,American,1
4511,570098324172206000,0,2015-02-23 21:50:07 -0800,,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,Southwest,1
8430,568378598043853000,0,2015-02-19 03:56:32 -0800,London,@JetBlue where's my selfie?,Delta,1
13199,569916061891633000,0,2015-02-23 09:45:52 -0800,,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!",American,1
10056,569555929798218000,0,2015-02-22 09:54:50 -0800,,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...",US Airways,-1
3184,568610311487562000,0,2015-02-19 19:17:17 -0800,,@united that would be great - 1k us651621,United,1
7198,569892980712014000,0,2015-02-23 08:14:09 -0800,Cape Cod Ma,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks,Delta,1
3729,568166027726434000,0,2015-02-18 13:51:51 -0800,,@united thank you! Love united!! Have 4 flights today!,United,1
2436,569209084144005000,1,2015-02-21 10:56:35 -0800,"Chicago, IL",@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.,United,-1
2878,568851396923146000,0,2015-02-20 11:15:16 -0800,"Baltimore, MD",@united the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help,United,-1
10443,569300435091251000,0,2015-02-21 16:59:35 -0800,,@USAirways So you Cancelled Flightled my flight AGAIN? are you paying for my hotel?!,US Airways,-1
3850,568081386520723000,0,2015-02-18 08:15:31 -0800,"Salt Lake City, UT",.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris,United,-1
2373,569241682283082000,0,2015-02-21 13:06:07 -0800,Seattle WA,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,United,-1
4247,567754136255726000,1,2015-02-17 10:35:09 -0800,,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,United,-1
57,569990222609412000,0,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,Virgin America,1
9474,569917692758630000,0,2015-02-23 09:52:21 -0800,"Pittsburgh, PA",@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up,US Airways,-1
12982,569969267589947000,0,2015-02-23 13:17:17 -0800,Here. But I want to be there.,@AmericanAir Need to hold or get a call back. Just get hung up on by your phone system for 6+ hours now.,American,-1
11457,568104590387884000,0,2015-02-18 09:47:43 -0800,,"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up",US Airways,-1
3324,568527292135133000,0,2015-02-19 13:47:23 -0800,PA,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call,United,-1
3056,568761425029669000,0,2015-02-20 05:17:45 -0800,Los Angeles/Charlotte,@united always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm,United,1
13589,569817130801222000,0,2015-02-23 03:12:45 -0800,my top secret gaming facility,@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️,American,-1
772,570086475989062000,0,2015-02-23 21:03:02 -0800,Missouri,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",United,-1
2116,569363188120207000,0,2015-02-21 21:08:56 -0800,"Chicago, IL",@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,United,-1
12231,570257429486707000,0,2015-02-24 08:22:20 -0800,north carolina,"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!",American,-1
13086,569942226224050000,0,2015-02-23 11:29:50 -0800,,@AmericanAir are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be,American,-1
7257,569729732952109000,0,2015-02-22 21:25:28 -0800,,@jetblue Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail,Delta,-1
13562,569830322357084000,0,2015-02-23 04:05:10 -0800,,"@AmericanAir even when I did get through, no one knew anything about my bag. This is ridiculous, I still don't have my bag from Saturday.",American,-1
10154,569519007965061000,0,2015-02-22 07:28:07 -0800,Where you least need me to be,@USAirways you keep suggesting people call 800-428-4322 but we just end up on hold for hours. You seriously don't have a better method?!,US Airways,-1
14228,569650542995116000,0,2015-02-22 16:10:47 -0800,,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,American,-1
11419,568129940371214000,0,2015-02-18 11:28:27 -0800,"okinawa, japan",@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?,US Airways,-1
5687,568807206059029000,0,2015-02-20 08:19:40 -0800,,@SouthwestAir If you could get me on the 12:15 flight! My 10:10 has been delayed until 1:05.,Southwest,-1
10148,569522534724403000,0,2015-02-22 07:42:08 -0800,"Franklin, TN",@USAirways what is the expected wait time to speak to someone via 800 number?,US Airways,-1
6552,567782794261438000,0,2015-02-17 12:29:01 -0800,US,@SouthwestAir WiFi on yesterday's flight extremely slow a waste of $8 and lost the travel time for work.,Southwest,-1
10018,569569120951390000,0,2015-02-22 10:47:15 -0800,Greensboro NC,@USAirways would love it if you could get my wife home sometime soon - she has been stuck in Orlando and now stuck in philly for too long,US Airways,-1
3126,568654208674587000,0,2015-02-19 22:11:43 -0800,,@united a rapid trip plane ticket from Idaho to California that doesn't have problems would be wonderful,United,-1
4378,570280800244994000,0,2015-02-24 09:55:12 -0800,"Denver, CO",@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY,Southwest,1
4791,569734069988287000,0,2015-02-22 21:42:42 -0800,,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,Southwest,-1
7915,568983580585517000,0,2015-02-20 20:00:31 -0800,Ft. Lauderdale,@JetBlue thanks! I'll do it.,Delta,1
5078,569361107745264000,0,2015-02-21 21:00:40 -0800,IN,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help,Southwest,-1
3142,568643928720851000,0,2015-02-19 21:30:52 -0800,Arlington Virginia,@united nawww. United is my fave airline.,United,1
701,570173090774294000,0,2015-02-24 02:47:12 -0800,"mentor, Ohio",@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,United,-1
3483,568396205270692000,0,2015-02-19 05:06:30 -0800,"Jersey City, NJ",@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,United,-1
4208,567775418612195000,0,2015-02-17 11:59:43 -0800,All Over The World,@united looks like I'm settled in to where I'm going.  Thx.,United,1
7722,569307917712806000,0,2015-02-21 17:29:19 -0800,,"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks.",Delta,1
14400,569621173811737000,0,2015-02-22 14:14:05 -0800,,@AmericanAir After 3 days NO BAGs amazing the way that you neglect customers,American,-1
3554,568272688273174000,0,2015-02-18 20:55:41 -0800,,@united @staralliance the B gates are very far though,United,-1
11001,568626368373780000,0,2015-02-19 20:21:05 -0800,,@USAirways we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary.,US Airways,-1
5038,569506563628642000,0,2015-02-22 06:38:40 -0800,,@SouthwestAir you have let me down! #oversold #earlybirdmeansnothing,Southwest,-1
13489,569850597169599000,0,2015-02-23 05:25:44 -0800,,@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!,American,-1
3894,568039503602065000,0,2015-02-18 05:29:05 -0800,"New York, NY",@united how on earth could you close the united club in Atlanta? What a major #fail at an airport of this size,United,-1
9874,569629631814509000,0,2015-02-22 14:47:42 -0800,"Tuscaloosa, Alabama",@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?,US Airways,-1
1402,569740316577632000,0,2015-02-22 22:07:31 -0800,,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence,United,-1
11679,567822117237170000,0,2015-02-17 15:05:17 -0800,,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",US Airways,-1
6323,568055766130827000,0,2015-02-18 06:33:43 -0800,,@SouthwestAir please let those with nothing in overhead bins to exit first. Fly a lot and only bring purse. Tired of running for connection,Southwest,-1
1987,569491079952642000,0,2015-02-22 05:37:08 -0800,,@united I would like to know what is the easiest way to get a refund.,United,-1
9885,569626841046225000,0,2015-02-22 14:36:36 -0800,Elmwood Park ,@USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?!,US Airways,-1
5241,569237713016230000,0,2015-02-21 12:50:21 -0800,"Fort Lee, NJ",@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!,Southwest,-1
1300,569844088997949000,0,2015-02-23 04:59:52 -0800,,@united you need a bag bouncer. Get it together,United,-1
13752,569727135717282000,0,2015-02-22 21:15:08 -0800,,@AmericanAir first flight is Cancelled Flightled. Been on hold for 4 hours. Need information and getting none. Help?,American,-1
14148,569661464509862000,0,2015-02-22 16:54:11 -0800,UK,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!,American,-1
8668,568045949999661000,0,2015-02-18 05:54:42 -0800,San Francisco Bay Area,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,Delta,1
13935,569689221658776000,0,2015-02-22 18:44:29 -0800,USA,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,American,1
5226,569248904866337000,2,2015-02-21 13:34:49 -0800,"Havertown, Pa.",@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW.,Southwest,-1
10296,569386397683073000,0,2015-02-21 22:41:10 -0800,http://about.me/miffsc,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,US Airways,-1
2468,569186566247051000,1,2015-02-21 09:27:07 -0800,,@united bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping @united wakes up,United,-1
8180,568632724078125000,0,2015-02-19 20:46:20 -0800,,@JetBlue service for baggage at JFK is incomprehensible. No employee knows where our luggage is frM flight 424 LAX to NYC ITS AN HR WAIT NOW,Delta,-1
6782,570280755085091000,0,2015-02-24 09:55:01 -0800,"Stoughton, MA","@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",Delta,1
136,569625739231949000,1,2015-02-22 14:32:14 -0800,,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,Virgin America,1
8166,568642357379400000,0,2015-02-19 21:24:37 -0800,,@JetBlue You definitely will!,Delta,1
8531,568187334111289000,0,2015-02-18 15:16:31 -0800,,@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.,Delta,1
3992,567886241179378000,0,2015-02-17 19:20:05 -0800,San Francisco,@united hard to believe since your staff @ SFO checked them under someone by the name of #ritacomo who flew to EWR the same day.,United,-1
3382,568476370130629000,1,2015-02-19 10:25:03 -0800,,@united your website was down all day yesterday- tried 3x put all info in&amp;didnt go thru- today the flight I bought went up!,United,-1
6631,567752009806131000,0,2015-02-17 10:26:42 -0800,"Huntsville, AL",@SouthwestAir no had to rebook my flight myself and am about to board in bham.,Southwest,-1
12218,570260735294607000,0,2015-02-24 08:35:28 -0800,"Pittsburgh, PA",@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire,American,-1
12181,570267902726804000,0,2015-02-24 09:03:57 -0800,,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,American,-1
1172,569906831352578000,0,2015-02-23 09:09:11 -0800,,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR,United,-1
4106,567822065471861000,1,2015-02-17 15:05:04 -0800,"Hilo, HI",@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?,United,-1
238,569198104806699000,0,2015-02-21 10:12:58 -0800,,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,Virgin America,1
5716,568781747128803000,0,2015-02-20 06:38:30 -0800,,"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +",Southwest,1
2472,569184788784918000,0,2015-02-21 09:20:03 -0800,,@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane,United,-1
9722,569697267856187000,0,2015-02-22 19:16:27 -0800,,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",US Airways,-1
10440,569304295444775000,0,2015-02-21 17:14:55 -0800,"Cleveland, OH",".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER",US Airways,-1
12827,570006768681493000,0,2015-02-23 15:46:18 -0800,"Frisco, Texas",@AmericanAir My flight 1389 from Las Vegas to DFW was Cancelled Flightled! I've been on hold forever and I still have not spoken to anyone! Pls Help,American,-1
11317,568216196132303000,0,2015-02-18 17:11:12 -0800,"Redmond, WA",@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,US Airways,-1
5240,569238014418944000,0,2015-02-21 12:51:33 -0800,,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,Southwest,-1
10857,568822571875099000,0,2015-02-20 09:20:44 -0800,,@USAirways I just want to find my bag so I won't have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail,US Airways,-1
11418,568132101729444000,0,2015-02-18 11:37:03 -0800,,"@USAirways the only way to assist, is to actually answer the phone.",US Airways,-1
5950,568464940367008000,0,2015-02-19 09:39:38 -0800,Barrie | Ontario | Canada,@SouthwestAir AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest,Southwest,1
9607,569833680316830000,0,2015-02-23 04:18:31 -0800,"The Specific Ocean
",@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy,US Airways,-1
5951,568464798926524000,0,2015-02-19 09:39:04 -0800,,@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline,Southwest,1
1811,569574074936123000,0,2015-02-22 11:06:56 -0800,,@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K,United,-1
8581,568149912665199000,0,2015-02-18 12:47:49 -0800,Inquiries: CAA  •  Miller PR ,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,Delta,1
10841,568833409138745000,0,2015-02-20 10:03:47 -0800,,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",US Airways,-1
7608,569510667612504000,0,2015-02-22 06:54:58 -0800,"New York, New York","@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",Delta,-1
7846,569190678758081000,0,2015-02-21 09:43:27 -0800,CONCRETE JUNGLE,"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a",Delta,-1
14074,569670589646033000,0,2015-02-22 17:30:27 -0800,Far From Home,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,American,-1
12999,569963767066272000,0,2015-02-23 12:55:26 -0800,Vancouver,@AmericanAir our flight AA 1338 is delayed out of Providenciales and will be missing our connection AA 1651 in Miami to SEA. Who do we call?,American,-1
4244,567756838529208000,0,2015-02-17 10:45:53 -0800,Colorado,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",United,1
14394,569621808963396000,0,2015-02-22 14:16:36 -0800,,@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.,American,-1
9981,569592443542344000,0,2015-02-22 12:19:55 -0800,"Winston Salem, NC, USA",@USAirways Just Cancelled Flight every flight I have why don't you.,US Airways,-1
12864,569997258772455000,0,2015-02-23 15:08:31 -0800,"Springfield, MO",@AmericanAir what's done is done. Not much you can do at this point. Trip is already over.,American,-1
14491,569607661655716000,0,2015-02-22 13:20:23 -0800,,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?",American,-1
6753,570303683872887000,0,2015-02-24 11:26:08 -0800,"Boston, MA","@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek",Delta,-1
578,570271064141353000,0,2015-02-24 09:16:31 -0800,,@united I flew United last month and the experience was AWESOME!,United,1
13090,569942011916259000,0,2015-02-23 11:28:59 -0800,Brooklyn,@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,American,-1
5279,569219456506815000,0,2015-02-21 11:37:48 -0800,Sacramento,@SouthwestAir horrible flight!,Southwest,-1
8488,568210186755813000,0,2015-02-18 16:47:20 -0800,,@JetBlue good luck. Thanks.,Delta,1
3683,568188203397575000,0,2015-02-18 15:19:58 -0800,Seattle,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic.",United,1
7077,569939611650167000,0,2015-02-23 11:19:27 -0800,"Boston, Austin, Kansas City ",I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙,Delta,1
13392,569874879794831000,0,2015-02-23 07:02:13 -0800,,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,American,1
7245,569830923597955000,0,2015-02-23 04:07:33 -0800,,"@JetBlue Rats, that's a bummer!",Delta,-1
12410,570197193254171000,0,2015-02-24 04:22:59 -0800,"Winston-Salem, NC",@AmericanAir The flight is the wrong day. Confirm # USXLON. Departure on 5/21 should be 5/22 for 2 people,American,-1
2883,568848928466198000,0,2015-02-20 11:05:27 -0800,,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,United,1
1016,569964888870793000,0,2015-02-23 12:59:53 -0800,Indiana,"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.",United,-1
10281,569398722884280000,0,2015-02-21 23:30:09 -0800,,@USAirways been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,US Airways,-1
14217,569651816197169000,0,2015-02-22 16:15:51 -0800,,@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel,American,-1
991,569972039844438000,0,2015-02-23 13:28:18 -0800,,"@united During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude.",United,-1
34,570076792993612000,0,2015-02-23 20:24:33 -0800,Texas,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,Virgin America,1
218,569229785500680000,0,2015-02-21 12:18:51 -0800,"New York, NY","@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",Virgin America,-1
10014,569572536834499000,0,2015-02-22 11:00:49 -0800,20001,@USAirways now you just hang up on me. I’m starting to think this is personal!,US Airways,-1
7258,569723086465069000,0,2015-02-22 20:59:03 -0800,,@JetBlue other jfk to Boston flights went off with some delay but not this.  #epicfail,Delta,-1
11214,568417913914442000,0,2015-02-19 06:32:46 -0800,Scruffyville,@USAirways phone support rebooked but orig flt was Late Flight. Made it!,US Airways,-1
3407,568462402875863000,0,2015-02-19 09:29:33 -0800,"Walnut Creek, CA when I'm ther",@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,United,1
1279,569856109613167000,0,2015-02-23 05:47:38 -0800,chicago,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.",United,-1
9289,570003343222964000,1,2015-02-23 15:32:41 -0800,,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,US Airways,-1
6841,570200546679726000,0,2015-02-24 04:36:18 -0800,Buffalo,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,Delta,-1
3316,568533330557186000,0,2015-02-19 14:11:23 -0800,,"@united keeps delaying my flight, horrible customer service",United,-1
3780,568129909408842000,0,2015-02-18 11:28:20 -0800,,"@united yep, after long waiting on the phone we managed to rebook it. Hope it will be a pleasent one. Thanks for ur help.",United,-1
3228,568582924729074000,1,2015-02-19 17:28:27 -0800,Pursuit of Happiness,@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL,United,-1
9427,569941050002973000,0,2015-02-23 11:25:09 -0800,,@USAirways So you understand why I'm resorting to Twitter: No help available at  gate while this occurred or by phone afterward.,US Airways,-1
13911,569691648579338000,0,2015-02-22 18:54:08 -0800,"Washington, DC",@AmericanAir Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.,American,-1
1137,569916324471829000,0,2015-02-23 09:46:54 -0800,"Toronto, Canada","@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",United,-1
